date,stock,shares,price,value
2023-04-26,002021.SZ,98,1.4326000000000036,140.39480000000034
2023-04-26,600569.SH,18,1.603779296875004,28.86802734375007
2023-04-26,002535.SZ,73,3.2628710247349755,238.1895848056532
2023-04-26,300872.SZ,25,3.3602430419443263,84.00607604860816
2023-04-27,000826.SZ,38,1.0499999999999974,39.8999999999999
2023-04-27,601588.SH,56,1.0983783783783785,61.50918918918919
2023-04-27,002021.SZ,100,1.4957400000000036,149.57400000000035
2023-04-27,600569.SH,18,1.6315917968750038,29.368652343750068
2023-04-27,002535.SZ,75,3.4118374558303826,255.8878091872787
2023-04-27,002482.SZ,210,0.5935320088300219,124.64172185430459
2023-04-27,300872.SZ,25,3.401215209721669,85.03038024304172
2023-04-28,000826.SZ,38,1.0610080645161264,40.318306451612806
2023-04-28,601588.SH,57,1.1418618618618617,65.08612612612612
2023-04-28,600569.SH,18,1.7021484375000044,30.638671875000078
2023-04-28,002535.SZ,73,3.3681625441696053,245.87586572438119
2023-04-28,002482.SZ,212,0.6323509933774834,134.05841059602648
2023-04-28,300872.SZ,25,3.535023846857433,88.37559617143582
2023-05-04,000826.SZ,39,1.1156586021505348,43.51068548387086
2023-05-04,601588.SH,58,1.196644144144144,69.40536036036035
2023-05-04,600569.SH,18,1.7721875000000045,31.89937500000008
2023-05-04,002535.SZ,72,3.295185512367485,237.25335689045892
2023-05-04,300872.SZ,25,3.601704560303141,90.04261400757852
2023-05-05,000826.SZ,39,1.1340053763440832,44.22620967741924
2023-05-05,601588.SH,59,1.2481606606606603,73.64147897897897
2023-05-05,600569.SH,17,1.7784667968750043,30.233935546875074
2023-05-05,002535.SZ,71,3.21474381625441,228.24681095406314
2023-05-05,300872.SZ,25,3.78170129361034,94.5425323402585
2023-05-08,002482.SZ,200,0.649006622516556,129.8013245033112
2023-05-08,000826.SZ,39,1.1453817204301044,44.669887096774076
2023-05-08,601588.SH,59,1.2867267267267266,75.91687687687687
2023-05-08,600569.SH,17,1.8098437500000049,30.767343750000084
2023-05-08,002535.SZ,71,3.241413427561831,230.14035335689
2023-05-08,300872.SZ,24,3.6824362994903854,88.37847118776925
2023-05-09,000826.SZ,38,1.1304999999999974,42.958999999999904
2023-05-09,601588.SH,59,1.3180180180180177,77.76306306306304
2023-05-09,600569.SH,17,1.8309375000000048,31.12593750000008
2023-05-09,002535.SZ,68,3.0827120141342697,209.62441696113035
2023-05-09,002482.SZ,205,0.6540011037527592,134.07022626931564
2023-05-09,300872.SZ,23,3.518128185025471,80.91694825558584
2023-05-10,000826.SZ,38,1.127903225806449,42.86032258064506
2023-05-10,601588.SH,58,1.3148798798798793,76.263033033033
2023-05-10,600569.SH,17,1.8267187500000048,31.054218750000082
2023-05-10,002535.SZ,68,3.025768551236743,205.75226148409854
2023-05-10,002482.SZ,206,0.6606622516556292,136.09642384105962
2023-05-10,300872.SZ,22,3.4850290735659133,76.6706396184501
2023-05-11,000826.SZ,38,1.155037634408599,43.891430107526766
2023-05-11,601588.SH,59,1.3607957957957957,80.28695195195195
2023-05-11,600569.SH,17,1.864921875000005,31.703671875000083
2023-05-11,002535.SZ,64,2.775088339222609,177.60565371024697
2023-05-11,002482.SZ,203,0.6597130242825607,133.92174392935982
2023-05-11,300872.SZ,21,3.451999215993719,72.4919835358681
2023-05-12,000826.SZ,37,1.1445053763440831,42.34669892473107
2023-05-12,601588.SH,58,1.3688288288288286,79.39207207207205
2023-05-12,600569.SH,16,1.845771484375005,29.53234375000008
2023-05-12,002535.SZ,60,2.4860777385158968,149.1646643109538
2023-05-12,002482.SZ,198,0.6313907284768212,125.0153642384106
2023-05-12,300872.SZ,20,3.370686985495875,67.41373970991751
2023-05-15,000826.SZ,36,1.122685483870965,40.41667741935474
2023-05-15,601588.SH,58,1.3608333333333331,78.92833333333333
2023-05-15,600569.SH,16,1.8330566406250044,29.32890625000007
2023-05-15,002535.SZ,60,2.455759717314483,147.34558303886897
2023-05-15,002482.SZ,189,0.5846467991169979,110.49824503311261
2023-05-15,300872.SZ,19,3.2506200182934712,61.76178034757595
2023-05-16,002021.SZ,100,1.2406200000000036,124.06200000000037
2023-05-16,000826.SZ,35,1.10192204301075,38.56727150537625
2023-05-16,601588.SH,57,1.3448873873873872,76.65858108108107
2023-05-16,600569.SH,15,1.7763281250000047,26.64492187500007
2023-05-16,002535.SZ,57,2.3020318021201365,131.21581272084777
2023-05-16,002482.SZ,185,0.5519536423841059,102.1114238410596
2023-05-16,300872.SZ,18,3.0364484515876047,54.65607212857688
2023-05-17,000826.SZ,35,1.1183225806451589,39.14129032258056
2023-05-17,601588.SH,57,1.3417192192192189,76.47799549549548
2023-05-17,600569.SH,15,1.7826367187500052,26.739550781250077
2023-05-17,002535.SZ,59,2.4273674911660734,143.21468197879832
2023-05-17,002482.SZ,189,0.5739735099337748,108.48099337748344
2023-05-17,300872.SZ,18,3.053213445707557,54.957842022736024
2023-05-18,002021.SZ,100,1.057870000000003,105.78700000000029
2023-05-18,000826.SZ,34,1.108817204301073,37.69978494623648
2023-05-18,601588.SH,56,1.319587087087087,73.89687687687687
2023-05-18,600569.SH,14,1.7805468750000049,24.92765625000007
2023-05-18,002535.SZ,59,2.5237455830388646,148.90098939929302
2023-05-18,002482.SZ,191,0.5937306843267107,113.40256070640174
2023-05-18,300872.SZ,19,3.367468966418389,63.98191036194939
2023-05-19,000826.SZ,33,1.0694569892473094,35.29208064516121
2023-05-19,601588.SH,54,1.2758633633633631,68.8966216216216
2023-05-19,002021.SZ,104,1.132200000000003,117.74880000000032
2023-05-19,600569.SH,13,1.7329101562500049,22.527832031250064
2023-05-19,002535.SZ,58,2.5143286219081227,145.83106007067113
2023-05-19,002482.SZ,189,0.5883112582781456,111.19082781456952
2023-05-19,300872.SZ,18,3.402306611786218,61.241519012151926
2023-05-22,000826.SZ,33,1.0686290322580618,35.26475806451604
2023-05-22,601588.SH,53,1.229894894894895,65.18442942942943
2023-05-22,002021.SZ,103,1.133990000000003,116.8009700000003
2023-05-22,600569.SH,12,1.6899609375000042,20.27953125000005
2023-05-22,002535.SZ,60,2.6768551236749065,160.6113074204944
2023-05-22,002482.SZ,183,0.5580573951434878,102.12450331125828
2023-05-22,300872.SZ,17,3.249903305893105,55.24835620018278
2023-05-23,000826.SZ,32,1.041666666666664,33.33333333333325
2023-05-23,601588.SH,52,1.211711711711712,63.00900900900902
2023-05-23,002021.SZ,104,1.155960000000003,120.21984000000032
2023-05-23,600569.SH,11,1.6435546875000044,18.07910156250005
2023-05-23,002535.SZ,60,2.7357773851590057,164.14664310954035
2023-05-23,002482.SZ,187,0.5721854304635761,106.99867549668872
2023-05-23,300872.SZ,16,3.124572063243164,49.99315301189063
2023-05-24,000826.SZ,31,1.0192069892473092,31.595416666666587
2023-05-24,601588.SH,51,1.1713513513513516,59.738918918918934
2023-05-24,002021.SZ,99,1.0938800000000029,108.29412000000028
2023-05-24,600569.SH,10,1.6136914062500038,16.13691406250004
2023-05-24,002535.SZ,58,2.6552826855123626,154.00639575971704
2023-05-24,002482.SZ,182,0.5571854304635762,101.40774834437086
2023-05-24,300872.SZ,16,3.115034626943673,49.84055403109877
2023-05-25,000826.SZ,31,1.0192016129032233,31.595249999999922
2023-05-25,601588.SH,51,1.1624774774774778,59.286351351351364
2023-05-25,002021.SZ,94,0.9937200000000028,93.40968000000026
2023-05-25,600569.SH,9,1.5939062500000043,14.345156250000038
2023-05-25,002535.SZ,59,2.740636042402821,161.69752650176645
2023-05-25,002482.SZ,179,0.5406622516556291,96.77854304635761
2023-05-25,300872.SZ,15,3.0492702208284244,45.739053312426364
2023-05-26,000826.SZ,31,1.039174731182793,32.21441666666659
2023-05-26,601588.SH,50,1.1551051051051051,57.75525525525526
2023-05-26,600569.SH,9,1.619648437500004,14.576835937500036
2023-05-26,002535.SZ,59,2.7951060070671323,164.91125441696082
2023-05-26,002482.SZ,180,0.5484602649006622,98.72284768211921
2023-05-26,300872.SZ,15,3.0787194564223093,46.18079184633464
2023-05-29,002021.SZ,100,0.8424500000000023,84.24500000000023
2023-05-29,000826.SZ,30,1.0241827956989225,30.725483870967672
2023-05-29,601588.SH,49,1.147747747747748,56.239639639639655
2023-05-29,600569.SH,8,1.589941406250004,12.719531250000031
2023-05-29,002535.SZ,60,2.892720848056532,173.5632508833919
2023-05-29,002482.SZ,177,0.535485651214128,94.78096026490064
2023-05-29,300872.SZ,14,3.072256958055656,43.01159741277918
2023-05-30,000826.SZ,29,1.0109543010752664,29.317674731182727
2023-05-30,601588.SH,49,1.1536036036036037,56.52657657657658
2023-05-30,600569.SH,8,1.601796875000004,12.814375000000032
2023-05-30,002535.SZ,62,3.095653710247344,191.93053003533532
2023-05-30,002482.SZ,169,0.4933333333333332,83.3733333333333
2023-05-30,300872.SZ,14,3.242885143081135,45.40039200313589
2023-05-31,000826.SZ,28,0.9961720430107504,27.89281720430101
2023-05-31,601588.SH,49,1.1728303303303305,57.46868618618619
2023-05-31,600569.SH,7,1.5958789062500045,11.171152343750032
2023-05-31,002535.SZ,62,3.161660777385153,196.0229681978795
2023-05-31,002482.SZ,171,0.4933774834437086,84.36754966887416
2023-05-31,300872.SZ,14,3.480047040376313,48.72065856526838
2023-06-01,000826.SZ,27,0.9677311827956968,26.128741935483813
2023-06-01,601588.SH,48,1.1316291291291292,54.3181981981982
2023-06-01,600569.SH,7,1.6057617187500042,11.240332031250029
2023-06-01,002535.SZ,59,2.997031802120136,176.824876325088
2023-06-01,002482.SZ,177,0.526026490066225,93.10668874172183
2023-06-01,300872.SZ,14,3.54235201881614,49.59292826342596
2023-06-02,002021.SZ,100,1.228480000000003,122.8480000000003
2023-06-02,000826.SZ,27,0.9596935483870946,25.911725806451557
2023-06-02,601588.SH,49,1.1846846846846848,58.04954954954955
2023-06-02,600569.SH,7,1.631591796875004,11.421142578125028
2023-06-02,002535.SZ,59,2.979408127208476,175.78507950530008
2023-06-02,300872.SZ,13,3.5520109760877987,46.176142689141386
2023-06-05,000826.SZ,26,0.9540725806451592,24.80588709677414
2023-06-05,601588.SH,48,1.1907132132132132,57.15423423423424
2023-06-05,002021.SZ,102,1.2798000000000032,130.53960000000032
2023-06-05,600569.SH,6,1.6316015625000044,9.789609375000026
2023-06-05,002535.SZ,59,3.0180035335689004,178.06220848056512
2023-06-05,300872.SZ,13,3.5488043904351136,46.13445707565648
2023-06-06,000826.SZ,25,0.909728494623654,22.74321236559135
2023-06-06,601588.SH,48,1.1951951951951951,57.369369369369366
2023-06-06,002021.SZ,102,1.3014000000000032,132.74280000000033
2023-06-06,600569.SH,5,1.593867187500004,7.96933593750002
2023-06-06,002535.SZ,59,3.0568727915194294,180.35549469964633
2023-06-06,300872.SZ,12,3.429638703776288,41.15566444531546
2023-06-07,002482.SZ,100,0.7221247240618102,72.21247240618102
2023-06-07,000826.SZ,25,0.9019623655913958,22.549059139784895
2023-06-07,601588.SH,48,1.2223123123123123,58.67099099099099
2023-06-07,002021.SZ,105,1.3615200000000034,142.95960000000036
2023-06-07,600569.SH,5,1.589960937500004,7.94980468750002
2023-06-07,002535.SZ,59,3.072438162544165,181.27385159010572
2023-06-07,300872.SZ,12,3.581491245263285,42.97789494315942
2023-06-08,000826.SZ,25,0.9270295698924712,23.175739247311782
2023-06-08,002021.SZ,101,1.3084900000000033,132.15749000000034
2023-06-08,600569.SH,5,1.6156640625000045,8.078320312500022
2023-06-08,002535.SZ,58,3.077694346289748,178.5062720848054
2023-06-08,002482.SZ,103,0.7513907284768213,77.39324503311259
2023-06-08,300872.SZ,11,3.598510388083094,39.58361426891403
2023-06-09,000826.SZ,24,0.9152419354838692,21.965806451612863
2023-06-09,002021.SZ,101,1.292400000000003,130.5324000000003
2023-06-09,600569.SH,4,1.5998242187500042,6.399296875000017
2023-06-09,002535.SZ,57,3.0412985865724336,173.35401943462873
2023-06-09,002482.SZ,99,0.7142218543046358,70.70796357615895
2023-06-09,300872.SZ,11,3.608268652815879,39.69095518097467
2023-06-12,000826.SZ,23,0.8903172043010733,20.477295698924685
2023-06-12,002021.SZ,101,1.2977700000000032,131.0747700000003
2023-06-12,600569.SH,3,1.5801269531250042,4.740380859375012
2023-06-12,002535.SZ,59,3.235909893992927,190.9186837455827
2023-06-12,002482.SZ,99,0.7152317880794703,70.80794701986756
2023-06-12,300872.SZ,11,3.6594668757349953,40.25413563308495
2023-06-13,000826.SZ,23,0.8895483870967721,20.459612903225757
2023-06-13,002021.SZ,106,1.4060000000000037,149.0360000000004
2023-06-13,600569.SH,2,1.5664062500000042,3.1328125000000084
2023-06-13,002535.SZ,60,3.4533127208480514,207.19876325088308
2023-06-13,002482.SZ,102,0.7544701986754969,76.95596026490068
2023-06-13,300872.SZ,11,3.674773291519655,40.42250620671621
2023-06-14,000826.SZ,23,0.945268817204299,21.741182795698876
2023-06-14,002021.SZ,109,1.5306900000000037,166.8452100000004
2023-06-14,600569.SH,2,1.5625000000000042,3.1250000000000084
2023-06-14,002482.SZ,103,0.7739955849889627,79.72154525386316
2023-06-14,300872.SZ,10,3.629992159937269,36.29992159937269
2023-06-15,000826.SZ,22,0.9349516129032238,20.568935483870924
2023-06-15,002021.SZ,108,1.5366400000000038,165.9571200000004
2023-06-15,600569.SH,2,1.570312500000004,3.140625000000008
2023-06-15,002482.SZ,100,0.755496688741722,75.5496688741722
2023-06-15,300872.SZ,9,3.5148882791062235,31.63399451195601
2023-06-16,000826.SZ,21,0.9128951612903208,19.170798387096735
2023-06-16,002021.SZ,110,1.6039800000000035,176.43780000000038
2023-06-16,600569.SH,2,1.576201171875004,3.152402343750008
2023-06-16,002482.SZ,102,0.7833278145695366,79.89943708609273
2023-06-16,300872.SZ,9,3.551430811446481,31.962877303018328
2023-06-19,000826.SZ,20,0.8903172043010733,17.806344086021465
2023-06-19,002021.SZ,110,1.6261000000000043,178.87100000000046
2023-06-19,600569.SH,1,1.543007812500004,1.543007812500004
2023-06-19,002482.SZ,102,0.7979580573951437,81.39172185430466
2023-06-19,300872.SZ,9,3.6545472363778817,32.89092512740093
2023-06-20,601588.SH,100,1.2011711711711717,120.11711711711716
2023-06-20,000826.SZ,19,0.8849086021505356,16.813263440860176
2023-06-20,002021.SZ,109,1.618050000000004,176.36745000000045
2023-06-20,002482.SZ,100,0.7822958057395146,78.22958057395147
2023-06-20,300872.SZ,8,3.609903959231664,28.87923167385331
2023-06-21,000826.SZ,18,0.8204677419354822,14.76841935483868
2023-06-21,601588.SH,98,1.1743093093093095,115.08231231231234
2023-06-21,002021.SZ,113,1.7220000000000042,194.58600000000047
2023-06-21,002482.SZ,100,0.7822958057395146,78.22958057395147
2023-06-21,300872.SZ,7,3.441136809094464,24.08795766366125
2023-06-26,000826.SZ,17,0.7889516129032241,13.41217741935481
2023-06-26,601588.SH,98,1.1639564564564568,114.06773273273276
2023-06-26,002021.SZ,110,1.740700000000004,191.47700000000043
2023-06-26,002482.SZ,101,0.7990066225165565,80.6996688741722
2023-06-26,300872.SZ,6,3.187112570233888,19.12267542140333
2023-06-27,000826.SZ,17,0.810935483870966,13.785903225806422
2023-06-27,601588.SH,100,1.2101801801801806,121.01801801801805
2023-06-27,002021.SZ,115,1.818720000000004,209.15280000000044
2023-06-27,002482.SZ,101,0.8074282560706405,81.55025386313469
2023-06-27,300872.SZ,6,3.205968901084534,19.235813406507205
2023-06-28,000826.SZ,17,0.8161290322580627,13.874193548387066
2023-06-28,601588.SH,99,1.205705705705706,119.36486486486488
2023-06-28,002021.SZ,109,1.7363500000000036,189.2621500000004
2023-06-28,002482.SZ,97,0.7616445916114793,73.8795253863135
2023-06-28,300872.SZ,5,3.081805174441389,15.409025872206945
2023-06-29,000826.SZ,17,0.8190967741935465,13.924645161290291
2023-06-29,601588.SH,99,1.202702702702703,119.06756756756761
2023-06-29,002021.SZ,109,1.695380000000004,184.79642000000044
2023-06-29,002482.SZ,97,0.7647350993377486,74.17930463576161
2023-06-29,300872.SZ,5,3.103413693976212,15.517068469881059
2023-06-30,000826.SZ,17,0.8414892473118261,14.305317204301042
2023-06-30,601588.SH,100,1.2298873873873877,122.98873873873876
2023-06-30,002021.SZ,112,1.7723200000000037,198.4998400000004
2023-06-30,002482.SZ,97,0.7750386313465788,75.17874724061814
2023-06-30,300872.SZ,5,3.137747941983529,15.688739709917645
2023-07-03,000826.SZ,17,0.8566075268817185,14.562327956989215
2023-07-03,601588.SH,101,1.2681681681681685,128.08498498498503
2023-07-03,002021.SZ,116,1.913860000000004,222.00776000000045
2023-07-03,002482.SZ,98,0.7854139072847683,76.9705629139073
2023-07-03,300872.SZ,4,3.142330458643662,12.569321834574648
2023-07-04,000826.SZ,16,0.8566129032258044,13.70580645161287
2023-07-04,601588.SH,99,1.234444444444445,122.21000000000005
2023-07-04,002021.SZ,120,2.070160000000004,248.41920000000047
2023-07-04,002482.SZ,102,0.8468543046357618,86.3791390728477
2023-07-04,300872.SZ,4,3.168219325754599,12.672877303018396
2023-07-05,000826.SZ,16,0.8543387096774173,13.669419354838677
2023-07-05,601588.SH,99,1.235983483483484,122.36236486486492
2023-07-05,002021.SZ,118,2.0770500000000043,245.0919000000005
2023-07-05,002482.SZ,103,0.9040562913907289,93.11779801324508
2023-07-05,300872.SZ,3,3.082255324709257,9.24676597412777
2023-07-06,000826.SZ,16,0.8573682795698907,13.717892473118251
2023-07-06,601588.SH,100,1.2727702702702706,127.27702702702706
2023-07-06,002021.SZ,118,2.077080000000004,245.09544000000048
2023-07-06,002482.SZ,108,0.9595143487858722,103.6275496688742
2023-07-06,300872.SZ,2,3.043313406507245,6.08662681301449
2023-07-07,000826.SZ,16,0.8604112903225789,13.766580645161262
2023-07-07,601588.SH,99,1.2759009009009017,126.31418918918926
2023-07-07,002021.SZ,112,1.955170000000004,218.97904000000045
2023-07-07,002482.SZ,107,0.9781456953642388,104.66158940397355
2023-07-07,300872.SZ,1,2.940500784006265,2.940500784006265
2023-07-10,000826.SZ,16,0.8695591397849445,13.912946236559112
2023-07-10,601588.SH,98,1.2558558558558564,123.07387387387392
2023-07-10,002021.SZ,114,1.9846800000000044,226.2535200000005
2023-07-10,002482.SZ,112,1.0502207505518766,117.62472406181018
2023-07-10,300872.SZ,1,2.9508134065072453,2.9508134065072453
2023-07-11,000826.SZ,16,0.8756827956989228,14.010924731182765
2023-07-11,601588.SH,98,1.269707207207208,124.43130630630638
2023-07-11,002021.SZ,109,1.855380000000004,202.23642000000044
2023-07-11,002482.SZ,117,1.1511754966887422,134.68753311258283
2023-07-11,300872.SZ,1,2.990697765582118,2.990697765582118
2023-07-12,000826.SZ,15,0.8558413978494608,12.837620967741913
2023-07-12,601588.SH,96,1.228333333333334,117.92000000000006
2023-07-12,002021.SZ,109,1.846850000000004,201.30665000000045
2023-07-12,002482.SZ,121,1.25430463576159,151.77086092715237
2023-07-13,000826.SZ,15,0.8695564516129015,13.043346774193523
2023-07-13,601588.SH,96,1.2177702702702708,116.905945945946
2023-07-13,002021.SZ,103,1.7158500000000037,176.73255000000037
2023-07-13,002482.SZ,114,1.1752317880794707,133.97642384105967
2023-07-14,000826.SZ,15,0.876451612903224,13.14677419354836
2023-07-14,601588.SH,96,1.2238288288288293,117.48756756756761
2023-07-14,002021.SZ,108,1.812450000000004,195.74460000000042
2023-07-14,002482.SZ,117,1.1983443708609278,140.20629139072855
2023-07-17,000826.SZ,15,0.8895483870967725,13.343225806451589
2023-07-17,601588.SH,96,1.2420720720720726,119.23891891891897
2023-07-17,002021.SZ,112,1.9534800000000043,218.78976000000048
2023-07-17,002482.SZ,118,1.23991169977925,146.3095805739515
2023-07-18,000826.SZ,14,0.8864596774193535,12.410435483870948
2023-07-18,601588.SH,95,1.239031531531532,117.70799549549552
